[#6X4:1]-[#1:2] 740.9237943878818
[#6X3:1]:[#6X3:2] 842.8458496151568
[#6X3:1]-[#1:2] 793.3156874903116
[#6X4:1]-[#6X4:2] 485.7938210652305
[#7:1]-[#1:2] 921.5670487993804
[#6X4:1]-[#6X3:2] 546.47264274062
[#6X3:1]-[#7X3:2] 734.4866012488849
[#6:1]-[#7:2] 523.9569593956562
[#6X3:1]-[#6X3:2] 578.5238328236493
[#6:1]=[#8X1+0,#8X2+1:2] 1584.1447169811318
[#6X4:1]-[#8X2H0:2] 544.9245767195767
[#6X3:1]=[#6X3:2] 984.7628527131784
[#6X3:1]:[#7X2,#7X3+1:2] 917.9185669781933
[#6X3:1](=[#8X1+0])-[#7X3:2] 694.7057602862254
[#6X3:1]=[#7X2,#7X3+1:2] 1028.5009356725145
[#16X4,#16X3:1]~[#8X1:2] 1141.9181168831167
[#6X4:1]-[#7X3:2]-[#6X3]=[#8X1+0] 579.6339826839827
[#6X4:1]-[#6X3:2]=[#8X1+0] 438.1325404157044
[#6X3a:1]-[#8X2H0:2] 673.8395238095237
[#16X4,#16X3!+1:1]-[#6:2] 271.42699999999996
[#8:1]-[#1:2] 1052.5900303030303
[#6X3:1]-[#7X2:2] 656.9625083612041
[#16X2,#16X1-1,#16X3+1:1]-[#6X3:2] 385.9625274725274
[#6X4:1]-[#9:2] 698.3415189873418
[#6:1]-[#17:2] 432.54489690721647
[#6:1]-[#9:2] 796.288488372093
[#6X3:1]-[#8X2H1:2] 707.172787878788
[#6X3:1]-[#8X2:2] 652.7056962025316
[#7X3:1]-[#7X2:2] 523.0664748201439
[#6X3:1](=[#8X1])-[#8X2H0:2] 637.8932786885246
[#6:1]-[#8:2] 604.2860330578512
[#16X4,#16X3:1]~[#7:2] 356.13559633027523
[#6X3:1](~[#8X1])~[#8X1:2] 774.7575
[#16X2,#16X1-1,#16X3+1:1]-[#6X4:2] 300.60826086956524
[#6:1]#[#7:2] 2663.044157303371
[#6:1]-[#35:2] 353.24825581395345
[#7:1]~[#8X1:2] 1340.5682666666667
[#6X2:1]-[#6:2] 737.3116438356163
[#7:1]-[#8X2:2] 435.8532835820896
[#7:1]=[#7:2] 951.8925531914895
[#7X2:1]-[#7X2:2] 677.0686046511628
[#16X4,#16X3:1]-[#8X2:2] 407.2209090909091
[#7:1]-[#7:2] 558.76375
[#6X2:1]-[#6X4:2] 633.8080645161291
[#15:1]~[#8X2:2] 587.278275862069
[#16X4,#16X3:1]~[#7X2:2] 308.7927586206897
[#6X4:1]-[#17:2] 357.17785714285714
[#6X2:1]#[#6X2:2] 2226.024347826087
[#6X3:1]-[#8X1-1:2] 1342.1041176470587
[#7:1]:[#7:2] 724.559375
[#15:1]~[#8X1:2] 1301.206875
[#6X4:1]-[#35:2] 270.25874999999996
[#16:1]=[#6:2] 513.858
[#16:1]-[#1:2] 562.3157142857143
[#15:1]-[#7:2] 438.0992307692308
[#16X2,#16X1-1:1]-[#7:2] 397.05727272727273
[#16:1]-[#15:2] 282.227
[#6X2:1]-[#1:2] 874.4977777777779
[#6X2:1]-[#7:2] 931.7057142857142
[#15:1]=[#16X1:2] 425.5900000000001
[#6X2:1]=[#7:2] 2373.996666666667
[#15:1]-[#17:2] 282.0266666666667
[#15:1]~[#6:2] 347.53
[#7:1]-[#9:2] 330.754
[#6X2:1]-[#8X2:2] 732.0025
[#6X2:1]=[#6X3:2] 1166.285
[#16X2:1]-[#8X2:2] 192.26
[#7:1]#[#7:2] 2199.9449999999997
[#7:1]-[#35:2] 323.54
[#16:1]-[#16:2] 181.31333333333336
[#7+1:1]=[#7-1:2] 1505.2433333333336
[#16:1]-[#17:2] 256.06333333333333
[#15:1]-[#35:2] 93.06
[#15:1]=[#7:2] 420.67999999999995
[#6X3:1]~[#8X2+1:2]~[#6X3] 661.8
[#7:1]-[#17:2] 244.975
[#6X2:1]=[#16:2] 725.44
[#8X2:1]-[#8X2,#8X1-1:2] 436.405
[#16X2:1]=[#8X1,#7X2:2] 1303.7199999999998
[#15:1]-[#1:2] 468.68
[#16:1]-[#35:2] 216.15
[#16:1]-[#6:2] 307.27
