[*:1]~[#6X4:2]-[*:3] 1.915075802742526
[*:1]~[#6X3:2]~[*:3] 2.3043494964178173
[#1:1]-[#6X3:2]~[*:3] 2.3018370307167237
[#1:1]-[#6X4:2]-[#1:3] 1.8814822134387352
[*:1]~;!@[*;X3;r5:2]~;@[*;r5:3] 2.339130604288499
[*:1]~[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]~[*:3] 2.017645305514158
[*;r3:1]~;@[*;r3:2]~;!@[*:3] 2.096924019607843
[#1:1]-[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]-[*:3] 1.990909090909091
[*:1]-[#16X4,#16X3+0:2]~[*:3] 2.103912621359223
[*:1]-[#8:2]-[*:3] 1.9038438735177865
[#1:1]-[#7X4,#7X3,#7X2-1:2]-[*:3] 1.898064903846154
[!#1:1]-[#6r4:2]-;!@[#1:3] 1.9611079545454544
[*:1]~[#7X4,#7X3,#7X2-1:2]~[*:3] 1.9094690265486725
[*:1]~[#7X2+0:2]~[*:3] 1.9437598425196851
[*;r3:1]1~;@[*;r3:2]~;@[*;r3:3]1 2.201746411483254
[*;r6:1]~;@[*;r5:2]~;@[*;r5;x2:3] 2.263543689320388
[*:1]~[#7X2+0r5:2]~[*:3] 2.0559801488833744
[#1:1]-[*;r3:2]~;!@[*:3] 2.1632930513595166
[#8X1:1]~[#6X3:2]~[#8:3] 2.5667248908296947
[*:1]~[#16X4:2]~[*:3] 2.332330097087379
[*:1]~[#16X3$(*~[#8X1,#7X2]):2]~[*:3] 1.798969696969697
[!#1:1]-[#6r4:2]-;!@[!#1:3] 2.0226060606060607
[*:1]~[#6X2:2]~[*:3] 3.1395070422535207
[*:1]~[#15:2]~[*:3] 2.0814814814814815
[#6r4:1]-;@[#6r4:2]-;@[#6r4:3] 1.9631858407079643
[#6X3:1]-[#16X2:2]-[#6X3:3] 1.7072380952380954
[*:1]@-[r!r6;#7X4,#7X3,#7X2-1:2]@-[*:3] 1.9438461538461533
[#6X3,#7:1]~;@[#8;r:2]~;@[#6X3,#7:3] 2.0360714285714283
[#6,#7,#8:1]-[#7X3:2](~[#8X1])~[#8X1:3] 2.5414285714285723
[*:1]~;!@[*;r3:2]~;!@[*:3] 2.195735294117647
[*:1]~[#16X2,#16X3+1:2]~[*:3] 1.7086538461538459
[#8X1:1]~[#7X3:2]~[#8X1:3] 2.5484210526315785
[#6X3:1]-[#16X2:2]-[#6X4:3] 1.6622857142857146
[#1:1]-[#6X3:2]-[#1:3] 2.2522727272727274
[#1:1]-[#7X2+0:2]~[*:3] 2.0645454545454545
[#6X3:1]-[#16X2:2]-[#1:3] 1.660909090909091
[*:1]~[#7X2:2]~[#7X1:3] 3.14
[*:1]~[#7X2+0:2]~[#6X2:3](~[#16X1]) 2.6100000000000003
[*:1]~[#7X2:2]~[*:3] 3.14
[*:1]-[#8X2+1:2]=[*:3] 1.94
[*:1]=[#16X2:2]=[#8:3] 2.12
