[#6X4:1]-[#1:2] 741.52909244298
[#6X3:1]:[#6X3:2] 843.5215339040884
[#6X3:1]-[#1:2] 793.691247336572
[#6X4:1]-[#6X4:2] 487.24803905503205
[#6X4:1]-[#6X3:2] 552.6531273408239
[#7:1]-[#1:2] 905.908856659415
[#6:1]-[#7:2] 522.0404993880048
[#6X3:1]-[#7X3:2] 724.7612732840009
[#6X4:1]-[#8X2H0:2] 547.8349
[#6X3:1]-[#6X3:2] 579.9494799321651
[#6:1]=[#8X1+0,#8X2+1:2] 1571.1643982074263
[#6X3:1]=[#6X3:2] 975.7316784968685
[#6X3:1](=[#8X1+0])-[#7X3:2] 677.7513780918729
[#6X3:1]:[#7X2,#7X3+1:2] 920.8977981220658
[#6X4:1]-[#7X3:2]-[#6X3]=[#8X1+0] 569.953582018173
[#6X3:1]=[#7X2,#7X3+1:2] 1018.5927619507486
[#16X4,#16X3:1]~[#8X1:2] 1133.3114463452569
[#6X4:1]-[#6X3:2]=[#8X1+0] 433.8044106666667
[#6X3a:1]-[#8X2H0:2] 674.8688792569658
[#16X4,#16X3!+1:1]-[#6:2] 269.09906103286386
[#6X3:1]-[#7X2:2] 679.8172119613017
[#16X2,#16X1-1,#16X3+1:1]-[#6X3:2] 386.4441788321168
[#8:1]-[#1:2] 1051.0073763874873
[#6:1]-[#17:2] 432.8818268090154
[#6X4:1]-[#9:2] 697.0634564958284
[#6X3:1]-[#8X2:2] 623.7425338753387
[#6:1]-[#9:2] 795.9552933151432
[#7X3:1]-[#7X2:2] 455.4383307810108
[#6:1]-[#8:2] 599.8856284153005
[#6X3:1](=[#8X1])-[#8X2H0:2] 647.8544058500914
[#6X3:1]-[#8X2H1:2] 714.0768330134357
[#16X4,#16X3:1]~[#7:2] 347.09239603960395
[#6X3:1](~[#8X1])~[#8X1:2] 772.7298795180723
[#16X2,#16X1-1,#16X3+1:1]-[#6X4:2] 298.0447136563876
[#6X2:1]-[#6:2] 722.847492795389
[#6:1]#[#7:2] 2652.5892465753427
[#7:1]-[#8X2:2] 425.8997173144876
[#6:1]-[#35:2] 351.96964843750004
[#7X2:1]-[#7X2:2] 682.28345
[#15:1]~[#8X2:2] 602.4143589743591
[#7:1]~[#8X1:2] 1342.4288815789473
[#7:1]=[#7:2] 947.0816546762588
[#7:1]-[#7:2] 520.2153125
[#16X4,#16X3:1]~[#7X2:2] 295.1157258064517
[#15:1]-[#7:2] 424.5502459016394
[#16X4,#16X3:1]-[#8X2:2] 373.5987288135594
[#6X4:1]-[#17:2] 362.93392156862757
[#16:1]-[#15:2] 282.99306930693064
[#16X2:1]-[#8X2:2] 192.26
[#6X2:1]-[#6X4:2] 655.4668965517242
[#15:1]~[#8X1:2] 1285.4975675675676
[#16X2,#16X1-1:1]-[#7:2] 417.5122388059702
[#15:1]=[#16X1:2] 420.21112903225827
[#16:1]=[#6:2] 527.6188709677418
[#6X2:1]#[#6X2:2] 2275.9855555555555
[#6X3:1]-[#8X1-1:2] 1486.1198000000002
[#16:1]-[#1:2] 558.1714893617022
[#6X2:1]-[#1:2] 874.2388095238097
[#6X4:1]-[#35:2] 263.4080487804878
[#7:1]:[#7:2] 740.2105405405405
[#16:1]-[#16:2] 110.16344827586202
[#7:1]-[#9:2] 333.5799999999999
[#6X2:1]=[#7:2] 2280.7776190476184
[#6X2:1]=[#6X3:2] 1170.7044444444446
[#6X2:1]=[#16:2] 764.8370588235293
[#15:1]=[#7:2] 389.7542857142857
[#15:1]-[#17:2] 283.44000000000005
[#6X2:1]-[#7:2] 894.4054545454546
[#6X3:1]~[#8X2+1:2]~[#6X3] 661.8
[#6X2:1]-[#8X2:2] 713.5671428571429
[#7+1:1]=[#7-1:2] 1506.09
[#15:1]-[#1:2] 468.68
[#7:1]#[#7:2] 2203.73
[#15:1]-[#35:2] 93.06
[#16:1]-[#17:2] 253.836
[#16X2:1]=[#8X1,#7X2:2] 1303.7199999999998
[#7:1]-[#17:2] 236.54333333333332
[#15:1]~[#6:2] 318.55
[#8X2:1]-[#8X2,#8X1-1:2] 446.35
[#16:1]-[#35:2] 216.15
[#7:1]-[#35:2] 328.03
[#16:1]-[#6:2] 307.27
