[*:1]~[#6X4:2]-[*:3] 112.10737000110534
[*:1]~[#6X3:2]~[*:3] 119.43672716844284
[#1:1]-[#6X3:2]~[*:3] 70.05660708348645
[#1:1]-[#6X4:2]-[#1:3] 79.52735895497177
[*:1]~[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]~[*:3] 112.3763158235218
[*:1]~;!@[*;X3;r5:2]~;@[*;r5:3] 84.23355650336516
[#1:1]-[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]-[*:3] 82.62123933768189
[*;r6:1]~;@[*;r5:2]~;@[*;r5;x2:3] 99.17679742321408
[*:1]~[#7X2+0:2]~[*:3] 114.36361702127661
[*:1]-[#8:2]-[*:3] 121.43543802987486
[*:1]-[#16X4,#16X3+0:2]~[*:3] 147.76930123997084
[*:1]~[#7X2+0r5:2]~[*:3] 219.38966898954703
[!#1:1]-[#6r4:2]-;!@[#1:3] 91.63474664679583
[*;r3:1]~;@[*;r3:2]~;!@[*:3] 84.7248071731585
[#1:1]-[#7X4,#7X3,#7X2-1:2]-[*:3] 98.07475726223636
[*:1]~[#7X4,#7X3,#7X2-1:2]~[*:3] 114.87444704879609
[#8X1:1]~[#6X3:2]~[#8:3] 152.3711592178771
[*;r3:1]1~;@[*;r3:2]~;@[*;r3:3]1 68.25851769911503
[*:1]~[#16X4:2]~[*:3] 166.07566149297855
[#1:1]-[*;r3:2]~;!@[*:3] 46.269330508474575
[#6r4:1]-;@[#6r4:2]-;@[#6r4:3] 133.50111696522654
[#6X3,#7:1]~;@[#8;r:2]~;@[#6X3,#7:3] 232.60017021276596
[*:1]~[#6X2:2]~[*:3] 53.22329583802025
[#6X3:1]-[#16X2:2]-[#6X3:3] 253.33280048076924
[*:1]@-[r!r6;#7X4,#7X3,#7X2-1:2]@-[*:3] 114.09397243107769
[!#1:1]-[#6r4:2]-;!@[!#1:3] 107.17043243243242
[#1:1]-[#6X3:2]-[#1:3] 51.87310218978102
[#6,#7,#8:1]-[#7X3:2](~[#8X1])~[#8X1:3] 125.26952
[*:1]~[#16X2,#16X3+1:2]~[*:3] 220.47297297297297
[#6X3:1]-[#16X2:2]-[#6X4:3] 157.8128125
[#8X1:1]~[#7X3:2]~[#8X1:3] 195.84647999999996
[*:1]~[#15:2]~[*:3] 155.83726495726498
[*:1]~[#16X3$(*~[#8X1,#7X2]):2]~[*:3] 199.609247311828
[*:1]~;!@[*;r3:2]~;!@[*:3] 98.2243820224719
[#1:1]-[#7X2+0:2]~[*:3] 96.85102564102566
[*:1]~[#7X2+0:2]~[#6X2:3](~[#16X1]) 12.22
[#6X3:1]-[#16X2:2]-[#1:3] 145.00333333333333
[*:1]~[#7X2:2]~[#7X1:3] 63.614999999999995
[*:1]~[#7X2:2]~[*:3] 34.32
