[*:1]~[#6X4:2]-[*:3] 1.9168964739692715 1.92 0.011933558985874552 0.012575495847788094
[*:1]~[#6X3:2]~[*:3] 2.2986019834221434 2.09 0.08885888393686318 0.04113955109635599
[#1:1]-[#6X3:2]~[*:3] 2.302035102455072 2.09 0.09195756123467065 0.011840337120063467
[#1:1]-[#6X4:2]-[#1:3] 1.882923698138704 1.9 0.009748096822865444 0.005045909140924849
[*:1]~[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]~[*:3] 2.0233176995730364 2.08 0.04357602706956768 0.031661570074879325
[*:1]~;!@[*;X3;r5:2]~;@[*;r5:3] 2.3371325716074502 2.18 0.06695272396645721 0.040500811070257436
[#1:1]-[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]-[*:3] 2.0098118414450576 2.05 0.028259451786546794 0.028574667575653162
[*;r6:1]~;@[*;r5:2]~;@[*;r5;x2:3] 2.2913838720809845 2.15 0.07658544184224793 0.026249004359599783
[*:1]~[#7X2+0:2]~[*:3] 1.9951837524177949 2.07 0.04533523804589351 0.04657151241342414
[*:1]-[#8:2]-[*:3] 1.8964015610281253 1.95 0.03005136494369608 0.018032573696587905
[*:1]-[#16X4,#16X3+0:2]~[*:3] 2.1017505470459517 1.86 0.11460449006715134 0.0296370146196005
[*:1]~[#7X2+0r5:2]~[*:3] 2.046637630662021 1.88 0.08127931246640534 0.011412547963415582
[!#1:1]-[#6r4:2]-;!@[#1:3] 1.9573397913561847 1.98 0.013272912688098772 0.019077892159895544
[*;r3:1]~;@[*;r3:2]~;!@[*:3] 2.0988931739298113 2.04 0.02805706758500002 0.01094009308920711
[#1:1]-[#7X4,#7X3,#7X2-1:2]-[*:3] 1.9062773577397534 1.92 0.02713795171891819 0.02374214064783355
[*:1]~[#7X4,#7X3,#7X2-1:2]~[*:3] 1.9054634562113786 1.97 0.037670612709524744 0.02032268211717475
[#8X1:1]~[#6X3:2]~[#8:3] 2.5647695530726256 2.16 0.15621445679051432 0.035833035448812556
[*;r3:1]1~;@[*;r3:2]~;@[*;r3:3]1 2.2125294985250736 1.06 0.5207839282713491 0.00788801438664161
[*:1]~[#16X4:2]~[*:3] 2.3458536585365852 2.05 0.12584352469598095 0.015605604969466343
[#1:1]-[*;r3:2]~;!@[*:3] 2.1608898305084745 1.99 0.07928122490350338 0.015585006043241015
[#6r4:1]-;@[#6r4:2]-;@[#6r4:3] 1.9668071654373025 1.67 0.1502659824496808 0.02316412485556432
[#6X3,#7:1]~;@[#8;r:2]~;@[#6X3,#7:3] 2.0400531914893616 1.89 0.07333482472290773 0.019615419511267742
[*:1]~[#6X2:2]~[*:3] 3.1399212598425192 3.11 0.009529223877234589 0.00027968421431854125
[#6X3:1]-[#16X2:2]-[#6X3:3] 1.6993870192307692 1.62 0.04638661058941129 0.017693544310751617
[*:1]@-[r!r6;#7X4,#7X3,#7X2-1:2]@-[*:3] 1.9302005012531327 1.85 0.04110752360761219 0.02378153264441014
[!#1:1]-[#6r4:2]-;!@[!#1:3] 2.0054594594594595 2.09 0.04267137364434766 0.02359387418020938
[#1:1]-[#6X3:2]-[#1:3] 2.320182481751825 2.02 0.12981545547154255 0.011023360072950518
[#6,#7,#8:1]-[#7X3:2](~[#8X1])~[#8X1:3] 2.5519199999999995 2.11 0.1731655259712236 0.0022386824876892385
[*:1]~[#16X2,#16X3+1:2]~[*:3] 1.713445945945946 1.77 0.03974753488658748 0.02666815165665669
[#6X3:1]-[#16X2:2]-[#6X4:3] 1.6767968749999997 1.73 0.03233670203669642 0.015278811364463487
[#8X1:1]~[#7X3:2]~[#8X1:3] 2.5497600000000005 2.18 0.14501237002418738 0.0021194016588571628
[*:1]~[#15:2]~[*:3] 1.9582051282051278 1.89 0.09197342476725509 0.08019522416839697
[*:1]~[#16X3$(*~[#8X1,#7X2]):2]~[*:3] 1.790537634408602 1.83 0.05667677899167881 0.05079592900358331
[*:1]~;!@[*;r3:2]~;!@[*:3] 2.100449438202247 2.05 0.037705982628916807 0.027435964549335515
[#1:1]-[#7X2+0:2]~[*:3] 1.9430769230769234 2.02 0.05284063509752686 0.03163122539872336
[*:1]~[#7X2+0:2]~[#6X2:3](~[#16X1]) 2.66 2.53 0.048872180451127935 6.938893903907228e-18
[#6X3:1]-[#16X2:2]-[#1:3] 1.653333333333333 1.66 0.004040404040404045 0.0028569970957032253
[*:1]~[#7X2:2]~[#7X1:3] 3.14 3.07 0.022292993630573337 0.0
[*:1]~[#7X2:2]~[*:3] 3.11 3.07 0.012861736334405157 0.0
