[*:1]~[#6X4:2]-[*:3] 106.57039769981637
[*:1]~[#6X3:2]~[*:3] 114.21816687598974
[*:1]~[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]~[*:3] 106.58687910976225
[*:1]~;!@[*;X3;r5:2]~;@[*;r5:3] 82.03448293691831
[*;r3:1]~;@[*;r3:2]~;!@[*:3] 84.80793994413408
[#1:1]-[#6X3:2]~[*:3] 74.97863841298467
[*:1]-[#8:2]-[*:3] 119.38929841897233
[#1:1]-[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]-[*:3] 85.10038854805725
[#1:1]-[#6X4:2]-[#1:3] 93.90140534262486
[!#1:1]-[#6r4:2]-;!@[#1:3] 87.38411931818182
[*:1]-[#16X4,#16X3+0:2]~[*:3] 154.05454954954956
[*:1]~[#7X4,#7X3,#7X2-1:2]~[*:3] 118.44373451327432
[*:1]~[#7X2+0:2]~[*:3] 113.56059055118111
[*;r3:1]1~;@[*;r3:2]~;@[*;r3:3]1 68.96605263157895
[*:1]~[#7X2+0r5:2]~[*:3] 209.06959079283885
[#1:1]-[#7X4,#7X3,#7X2-1:2]-[*:3] 94.93868913857678
[*;r6:1]~;@[*;r5:2]~;@[*;r5;x2:3] 103.93147208121827
[*:1]~[#16X4:2]~[*:3] 169.89953642384106
[*:1]~[#6X2:2]~[*:3] 53.08297872340425
[!#1:1]-[#6r4:2]-;!@[!#1:3] 109.36072463768116
[#8X1:1]~[#6X3:2]~[#8:3] 151.85089430894308
[#6X3:1]-[#16X2:2]-[#6X3:3] 254.85196078431375
[*:1]~[#16X3$(*~[#8X1,#7X2]):2]~[*:3] 176.2117821782178
[*:1]@-[r!r6;#7X4,#7X3,#7X2-1:2]@-[*:3] 125.75274725274727
[#6r4:1]-;@[#6r4:2]-;@[#6r4:3] 133.84426966292136
[*:1]~[#15:2]~[*:3] 126.82056818181817
[#6X3,#7:1]~;@[#8;r:2]~;@[#6X3,#7:3] 228.48916666666668
[#1:1]-[*;r3:2]~;!@[*:3] 64.96961038961037
[#6,#7,#8:1]-[#7X3:2](~[#8X1])~[#8X1:3] 127.11382352941179
[*:1]~;!@[*;r3:2]~;!@[*:3] 67.01982456140351
[*:1]~[#16X2,#16X3+1:2]~[*:3] 172.50372549019608
[#8X1:1]~[#7X3:2]~[#8X1:3] 197.2178947368421
[#6X3:1]-[#16X2:2]-[#6X4:3] 150.8437142857143
[#1:1]-[#7X2+0:2]~[*:3] 31.836363636363636
[#6X3:1]-[#16X2:2]-[#1:3] 143.49454545454546
[*:1]~[#7X2:2]~[#7X1:3] 47.77428571428571
[#1:1]-[#6X3:2]-[#1:3] 15.844
[*:1]~[#7X2+0:2]~[#6X2:3](~[#16X1]) 14.274999999999999
[*:1]~[#7X2:2]~[*:3] 33.379999999999995
[*:1]-[#8X2+1:2]=[*:3] 92.38
[*:1]=[#16X2:2]=[#8:3] 198.45
